"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"1",0.936384,1.004464,0.907924,0.999442,535796800,0.858137
"2",0.966518,0.987723,0.90346,0.915179,512377600,0.785788
"3",0.926339,0.987165,0.919643,0.928571,778321600,0.797286
"4",0.947545,0.955357,0.848214,0.848214,767972800,0.72829
"5",0.861607,0.901786,0.852679,0.888393,460734400,0.762789
"6",0.910714,0.912946,0.845982,0.872768,505064000,0.749373
"7",0.856585,0.887277,0.808036,0.828125,441548800,0.711042
"8",0.848214,0.852679,0.772321,0.77846,976068800,0.668399
"9",0.84361,0.881696,0.825893,0.863839,1032684800,0.741706
"10",0.892857,0.912946,0.887277,0.896763,390376000,0.769976
"11",0.901786,0.946429,0.896763,0.928013,459177600,0.796807
"12",0.94308,0.970982,0.922991,0.951451,597643200,0.816931
"13",1.03125,1.084821,1.013393,1.013393,1831132800,0.870116
"14",1.020089,1.020089,0.983817,0.993862,495924800,0.853346
"15",0.968192,1.006696,0.938616,0.948661,440876800,0.814536
"16",0.9375,1.010045,0.914063,1.002232,497145600,0.860533
"17",0.982143,1.019531,0.979911,0.983817,367158400,0.844721
"18",0.97154,1.008929,0.955357,0.982143,340144000,0.843284
"19",0.96596,0.989955,0.898438,0.907366,423348800,0.779079
"20",0.901786,0.927455,0.84375,0.926339,701680000,0.79537
"21",0.928571,0.9375,0.892857,0.895089,318035200,0.768538
"22",0.899554,0.91183,0.866071,0.882254,464195200,0.757518
"23",0.895647,0.930804,0.895089,0.922433,475193600,0.792016
"24",0.928013,0.982143,0.925223,0.964286,425320000,0.827952
"25",0.964286,1.020089,0.945871,1.018415,441067200,0.874428
"26",1.017857,1.03683,0.993304,1.02567,408643200,0.880657
"27",1.018973,1.045759,1.003906,1.00558,299364800,0.863407
"28",1.007813,1.016741,0.982143,1.013393,302982400,0.870116
"29",1.014509,1.018973,0.966518,0.970982,212251200,0.833701
"30",0.976004,1.034598,0.969866,1.03404,367539200,0.887844
"31",1.029018,1.070871,1.02846,1.0625,485744000,0.91228
"32",1.051339,1.054688,1.001116,1.018973,378246400,0.874907
"33",1.02846,1.03125,1.010045,1.02567,289497600,0.880657
"34",1.023438,1.030134,0.989955,0.993304,233441600,0.852867
"35",0.983259,1.044085,0.952567,1.016183,422296000,0.872511
"36",1.011021,1.0625,0.991071,1.037946,473099200,0.891197
"37",1.047433,1.063616,0.997768,1.028599,376432000,0.883172
"38",1.025112,1.044643,0.983259,0.985491,249144000,0.846159
"39",0.983259,1.026786,0.967634,1.011161,328328000,0.868199
"40",1.013951,1.046875,1.005022,1.023438,368961600,0.878741
"41",1.058594,1.179129,1.058036,1.163504,1077003200,0.999004
"42",1.133929,1.142299,1.077567,1.089286,311259200,0.935279
"43",1.114955,1.14495,1.071429,1.142857,323366400,0.981276
"44",1.125,1.152902,1.116071,1.12221,210560000,0.963548
"45",1.128906,1.137835,1.081473,1.097098,273011200,0.941986
"46",1.097098,1.106585,1.058594,1.089286,271230400,0.935279
"47",1.079241,1.116071,1.055804,1.091518,276718400,0.937195
"48",1.086496,1.142299,1.080357,1.122768,248606400,0.964027
"49",1.090402,1.129464,1.066964,1.083147,303956800,0.930008
"50",1.08231,1.109375,1.017857,1.020089,428579200,0.875865
"51",1.032366,1.073661,1.018973,1.037946,443609600,0.891197
"52",1.047433,1.089286,1.022321,1.085379,378100800,0.931924
"53",1.072545,1.116071,1.06808,1.116071,305043200,0.958277
"54",1.102679,1.127232,1.092634,1.098214,204489600,0.942945
"55",1.094308,1.220982,1.085938,1.204799,524328000,1.03446
"56",1.185547,1.289063,1.174665,1.287388,567996800,1.105372
"57",1.267857,1.342634,1.25,1.261719,562564800,1.083333
"58",1.271763,1.285156,1.209821,1.238281,446913600,1.063208
"59",1.228795,1.292411,1.222098,1.246094,279182400,1.069916
"60",1.225446,1.267857,1.22433,1.242188,202966400,1.066563
"61",1.24442,1.244978,1.194894,1.213728,239836800,1.042127
"62",1.192522,1.229353,1.119978,1.122768,414400000,0.964027
"63",1.137835,1.225446,1.125,1.212612,404633600,1.041169
"64",1.209821,1.245536,1.155692,1.19029,328563200,1.022003
"65",1.184152,1.1875,1.042411,1.136719,660329600,0.976006
"66",1.129185,1.186384,1.107143,1.164063,457665600,0.999484
"67",1.166295,1.200893,1.100446,1.117746,259627200,0.959715
"68",1.136161,1.177455,1.120536,1.176339,242435200,1.010024
"69",1.175781,1.185268,1.113839,1.116071,212262400,0.958277
"70",1.102679,1.114955,1.054129,1.066406,541822400,0.915634
"71",1.0625,1.0625,0.936384,0.975446,941136000,0.837534
"72",0.995536,1.071429,0.96875,1.016183,529827200,0.872511
"73",0.976004,1.053571,0.973214,0.998884,667620800,0.857658
"74",0.977679,1.106585,0.973772,1.106027,409561600,0.949653
"75",1.102679,1.132813,1.065848,1.132813,390924800,0.972652
"76",1.126674,1.162946,1.069196,1.081473,520150400,0.92857
"77",1.104353,1.113839,1.045201,1.061384,722120000,0.911322
"78",1.026786,1.075893,1.024554,1.075893,443620800,0.92378
"79",1.090402,1.149554,1.089844,1.145647,391641600,0.983671
"80",1.13058,1.142857,1.071429,1.083147,366912000,0.930008
"81",1.046317,1.133929,1.040876,1.131696,326603200,0.971693
"82",1.135045,1.138393,1.083147,1.107701,249580800,0.95109
"83",1.114955,1.117188,1.08817,1.109933,226195200,0.953007
"84",1.100446,1.127232,1.049107,1.052455,236432000,0.903655
"85",1.061942,1.082589,0.996652,1.027344,489798400,0.882095
"86",1.027902,1.029018,0.987165,0.988281,399515200,0.848554
"87",0.989397,1.024554,0.98856,1.010045,284076800,0.867241
"88",1.000837,1.015067,0.982143,0.983259,184900800,0.844243
"89",0.984933,0.993304,0.936384,0.941406,327140800,0.808307
"90",0.929129,0.9375,0.881696,0.886719,535091200,0.761351
"91",0.905134,0.930804,0.883929,0.917969,499744000,0.788183
"92",0.946429,0.986607,0.935407,0.960938,306913600,0.825077
"93",0.964844,0.964844,0.893973,0.901786,678932800,0.774288
"94",0.933175,0.973772,0.917411,0.943638,440451200,0.810223
"95",0.925223,0.925781,0.896205,0.905134,398092800,0.777163
"96",0.919643,0.936942,0.898438,0.899554,373777600,0.772372
"97",0.886161,0.886161,0.833705,0.839286,740667200,0.720625
"98",0.837054,0.837054,0.767857,0.803013,755507200,0.68948
"99",0.808036,0.833705,0.764509,0.766183,517585600,0.657857
"100",0.769531,0.801339,0.741071,0.782924,678462400,0.672231
"101",0.790179,0.827288,0.767857,0.779157,406750400,0.668997
"102",0.785714,0.802455,0.761161,0.771205,181148800,0.662169
"103",0.782366,0.78683,0.729911,0.781808,713059200,0.671273
"104",0.77567,0.814732,0.748326,0.75,433507200,0.643962
"105",0.729911,0.799665,0.717634,0.795759,903840000,0.683252
"106",0.837054,0.890625,0.794643,0.826451,792848000,0.709604
"107",0.833147,0.850446,0.800781,0.81529,323668800,0.700021
"108",0.82115,0.863839,0.806362,0.829241,525481600,0.712
"109",0.835938,0.866071,0.81808,0.862165,337019200,0.740269
"110",0.871652,0.879464,0.831473,0.84654,238526400,0.726853
"111",0.863839,0.874442,0.842634,0.854911,252358400,0.734041
"112",0.860491,0.861049,0.811384,0.814174,290337600,0.699063
"113",0.814174,0.845424,0.787388,0.84375,351456000,0.724458
"114",0.845424,0.859375,0.804688,0.807478,277446400,0.693314
"115",0.814732,0.833705,0.794643,0.824777,248572800,0.708167
"116",0.834821,0.837054,0.795201,0.814174,303564800,0.699063
"117",0.808594,0.873884,0.801897,0.862723,394004800,0.740748
"118",0.879464,0.928013,0.878348,0.904018,501390400,0.776205
"119",0.901786,1.016741,0.898438,0.993304,4.9e+08,0.852867
"120",0.995536,1.029018,0.956473,0.959821,467712000,0.824118
"121",0.960379,0.975446,0.907366,0.922991,204965600,0.792495
"122",0.9375,0.977679,0.930804,0.966518,185354400,0.829868
"123",0.960379,0.991071,0.921875,0.924107,203470400,0.793454
"124",0.952009,0.988839,0.919643,0.972098,286428800,0.834659
"125",0.947545,0.96317,0.91183,0.915179,203660800,0.785788
"126",0.94308,0.981027,0.922991,0.935268,323097600,0.803036
"127",0.930804,0.969866,0.930804,0.952009,70828800,0.817411
"128",0.950893,0.985491,0.90625,0.921875,265216000,0.791537
"129",0.9375,0.945313,0.886161,0.925223,309545600,0.794412
"130",0.939174,0.978795,0.930804,0.972098,263603200,0.834659
"131",0.96596,1.040179,0.959821,1.020089,397796000,0.875865
"132",1.017857,1.058036,0.989955,1.016741,357896000,0.87299
"133",1.037946,1.052455,1.006696,1.051339,225433600,0.902697
"134",1.044643,1.082589,0.977679,1.008929,445659200,0.866283
"135",1.020089,1.053571,1.015625,1.030134,190276800,0.88449
"136",1.040179,1.050223,1.020089,1.041295,260002400,0.894073
"137",1.044643,1.051339,1.015625,1.022321,318404800,0.877782
"138",0.985491,1.014509,0.924107,0.940848,457872800,0.807828
"139",0.982143,1.018973,0.966518,0.984375,465572800,0.845201
"140",0.970703,0.993304,0.945313,0.956473,196235200,0.821244
"141",0.938616,0.944196,0.848214,0.86942,412171200,0.746498
"142",0.898438,0.904018,0.876116,0.893973,211607200,0.76758
"143",0.890067,0.915179,0.879464,0.893973,210470400,0.76758
"144",0.892857,0.950893,0.890625,0.928571,294985600,0.797286
"145",0.933594,0.9375,0.837054,0.862723,237893600,0.740748
"146",0.87779,0.921875,0.870536,0.907366,155299200,0.779079
"147",0.898438,0.913504,0.879464,0.88058,137284000,0.756081
"148",0.875,0.891741,0.842634,0.84375,162355200,0.724458
"149",0.813616,0.858259,0.790179,0.857143,339897600,0.735957
"150",0.883371,0.915179,0.827009,0.845982,263121600,0.726374
"151",0.854911,0.876116,0.842634,0.856027,187348000,0.734999
"152",0.856027,0.857143,0.827009,0.834821,176674400,0.716791
"153",0.859375,0.864955,0.84375,0.848214,379640800,0.72829
"154",0.857143,0.864955,0.845982,0.84933,251714400,0.729249
"155",0.836496,0.857143,0.813616,0.851563,238056000,0.731166
"156",0.849888,0.851563,0.827009,0.840402,156660000,0.721583
"157",0.84375,0.856027,0.830357,0.833705,114200800,0.715833
"158",0.837054,0.875,0.835938,0.866071,143673600,0.743623
"159",0.863839,0.936384,0.862723,0.918527,270900000,0.788662
"160",0.917411,0.925223,0.890625,0.892857,190176000,0.766622
"161",0.897321,0.920759,0.886161,0.901786,134467200,0.774288
"162",0.904018,0.94308,0.899554,0.922991,276802400,0.792495
"163",0.919085,0.977679,0.91183,0.969866,236863200,0.832743
"164",0.976283,1.011161,0.953125,1.001953,310766400,0.860293
"165",1.008929,1.026786,1.006696,1.014509,334460000,0.871074
"166",1.022321,1.053571,1.018973,1.03683,359004800,0.890239
"167",1.033482,1.061384,1.030134,1.05692,267030400,0.907489
"168",1.053571,1.071429,1.04827,1.0625,285392800,0.91228
"169",1.053013,1.098214,1.052455,1.08817,419596800,0.934321
"170",1.094866,1.136161,1.091518,1.132813,256872000,0.972652
"171",1.118862,1.145089,1.111607,1.114955,298642400,0.957318
"172",1.095982,1.113839,1.03125,1.043527,355404000,0.895989
"173",1.055804,1.117188,1.040179,1.107143,217464800,0.950611
"174",1.100446,1.100446,1.044643,1.051339,195518400,0.902697
"175",1.047991,1.078125,1.037946,1.043527,187381600,0.895989
"176",1.023996,1.072545,1.017857,1.03125,187997600,0.885448
"177",1.013393,1.0625,1.013393,1.035714,305984000,0.889281
"178",1.045759,1.064732,1.014509,1.015346,426552000,0.871793
"179",1.03125,1.039063,0.96875,0.986328,394514400,0.846877
"180",0.986607,1.084821,0.983259,1.083147,424536000,0.930008
"181",1.066964,1.080357,1.045759,1.070313,271510400,0.918988
"182",1.060826,1.097098,1.045759,1.090123,227388000,0.935998
"183",1.044643,1.064732,0.986607,1.012277,510490400,0.869158
"184",0.898438,0.936384,0.892857,0.93192,726700800,0.800162
"185",0.941964,0.991071,0.929688,0.955357,435551200,0.820285
"186",0.952009,0.977679,0.917411,0.918527,290936800,0.788662
"187",0.924107,0.941964,0.861607,0.873884,402259200,0.750331
"188",0.88058,0.960938,0.859375,0.955357,979585600,0.820285
"189",0.503348,0.517857,0.453125,0.459821,7421640800,0.39481
"190",0.476563,0.477679,0.419643,0.433036,2424788800,0.371812
"191",0.445313,0.446429,0.396205,0.398438,2038120000,0.342105
"192",0.399554,0.424107,0.390625,0.421875,1466024000,0.362229
"193",0.419643,0.4375,0.392857,0.393973,873006400,0.338272
"194",0.405134,0.409598,0.375,0.396205,612656800,0.340188
"195",0.404018,0.408482,0.377232,0.388393,597564800,0.333481
"196",0.386161,0.40067,0.366071,0.372768,691101600,0.320065
"197",0.359375,0.375,0.341518,0.350446,1198422400,0.300899
"198",0.362723,0.371652,0.348214,0.357143,1191064000,0.306649
"199",0.361607,0.395089,0.357143,0.393973,1247752800,0.338272
"200",0.398438,0.415179,0.381696,0.383929,820176000,0.329648
"201",0.387277,0.391741,0.351563,0.359375,601720000,0.308565
"202",0.347098,0.376116,0.334821,0.359375,834265600,0.308565
"203",0.342076,0.353795,0.327009,0.33817,1506724800,0.290358
"204",0.340402,0.363839,0.33817,0.348214,791263200,0.298982
"205",0.361886,0.367188,0.347098,0.363839,551292000,0.312398
"206",0.36942,0.372768,0.335938,0.337054,804451200,0.2894
"207",0.340402,0.342634,0.329241,0.330357,663969600,0.28365
"208",0.335938,0.337054,0.3125,0.330357,721851200,0.28365
"209",0.337054,0.342634,0.319196,0.331473,744503200,0.284608
"210",0.341518,0.356027,0.334821,0.344866,639189600,0.296108
"211",0.352679,0.361607,0.34375,0.34933,885880800,0.29994
"212",0.347098,0.372768,0.347098,0.366071,575366400,0.314315
"213",0.377232,0.40067,0.376116,0.398438,590693600,0.342105
"214",0.410714,0.410714,0.391741,0.397321,515821600,0.341146
"215",0.40067,0.404018,0.372768,0.382813,393478400,0.32869
"216",0.383929,0.389509,0.371652,0.38058,301963200,0.326772
"217",0.381696,0.382813,0.353795,0.358259,422088800,0.307607
"218",0.354911,0.366071,0.340402,0.360491,476834400,0.309523
"219",0.345703,0.354911,0.340402,0.340402,422251200,0.292275
"220",0.334821,0.357143,0.325893,0.345982,431816000,0.297066
"221",0.356027,0.366071,0.34933,0.361607,409001600,0.310482
"222",0.357701,0.360491,0.34375,0.354911,282357600,0.304732
"223",0.348214,0.353795,0.337054,0.339286,239372000,0.291316
"224",0.342634,0.34375,0.325893,0.330357,446180000,0.28365
"225",0.332031,0.348214,0.325893,0.33817,408066400,0.290358
"226",0.342634,0.348214,0.334821,0.335938,301952000,0.288442
"227",0.335938,0.341518,0.328125,0.330357,280532000,0.28365
"228",0.336775,0.348214,0.335938,0.344866,160932800,0.296108
"229",0.354911,0.356027,0.330357,0.333705,258792800,0.286525
"230",0.333705,0.339286,0.320313,0.321987,269124800,0.276463
"231",0.323103,0.327009,0.308036,0.313616,492150400,0.269276
"232",0.297991,0.303571,0.287946,0.294643,809597600,0.252985
"233",0.303571,0.3125,0.300223,0.304688,385705600,0.26161
"234",0.30692,0.30692,0.293527,0.297991,371520800,0.25586
"235",0.302455,0.311384,0.292411,0.303571,613978400,0.260651
"236",0.261161,0.267857,0.25,0.25558,1374464000,0.219445
"237",0.257813,0.265625,0.25,0.25558,408917600,0.219445
"238",0.264509,0.273438,0.257813,0.268973,435624000,0.230945
"239",0.271205,0.274554,0.265625,0.271205,332511200,0.232861
"240",0.272321,0.285714,0.267857,0.274554,386260000,0.235737
"241",0.277902,0.277902,0.265625,0.267857,344887200,0.229986
"242",0.268415,0.272321,0.257813,0.257813,263317600,0.221362
"243",0.260045,0.262277,0.25,0.251116,513945600,0.215612
"244",0.260045,0.261161,0.248884,0.254464,325808000,0.218487
"245",0.256696,0.272321,0.25,0.25,374007200,0.214654
"246",0.246094,0.261161,0.243304,0.256696,565331200,0.220403
"247",0.254464,0.267857,0.247768,0.251116,366844800,0.215612
"248",0.252232,0.267857,0.252232,0.267857,318052000,0.229986
"249",0.265625,0.267857,0.254464,0.262277,216815200,0.225195
"250",0.256138,0.264509,0.253348,0.264509,325466400,0.227112
"251",0.256696,0.266741,0.25558,0.264509,305177600,0.227112
"252",0.262277,0.267857,0.258929,0.265625,630336000,0.22807
"253",0.265625,0.272321,0.260045,0.265625,452312000,0.22807
"254",0.258929,0.297991,0.257813,0.292411,817073600,0.251069
"255",0.32394,0.330357,0.300223,0.304688,739396000,0.26161
"256",0.302455,0.310268,0.28683,0.292411,412356000,0.251069
"257",0.302455,0.303292,0.284598,0.295759,373699200,0.253943
"258",0.300223,0.315011,0.295759,0.30692,588929600,0.263526
"259",0.297991,0.303571,0.28683,0.295759,580781600,0.253943
"260",0.290179,0.330357,0.290179,0.321429,803734400,0.275984
"261",0.319196,0.321429,0.304688,0.30692,423376800,0.263526
"262",0.311384,0.325893,0.303571,0.305804,306118400,0.262568
"263",0.313616,0.313616,0.294643,0.300223,840873600,0.257776
"264",0.31808,0.334821,0.314732,0.333705,1227010400,0.286525
"265",0.347098,0.34933,0.333705,0.348214,776664000,0.298982
"266",0.340402,0.350446,0.329241,0.34375,519327200,0.295149
"267",0.344866,0.373884,0.340402,0.366071,879530400,0.314315
"268",0.368304,0.36942,0.34933,0.366071,717091200,0.314315
"269",0.367188,0.367188,0.352679,0.356027,489708800,0.305691
"270",0.348214,0.353795,0.340402,0.34933,482820800,0.29994
"271",0.34933,0.388393,0.34933,0.387277,855528800,0.332522
"272",0.385045,0.392857,0.372768,0.388393,692423200,0.333481
"273",0.383929,0.401786,0.382813,0.386161,730704800,0.331564
"274",0.36942,0.383929,0.366071,0.377232,369695200,0.323898
"275",0.377232,0.391741,0.366071,0.368304,427341600,0.316232
"276",0.366071,0.367188,0.352679,0.360491,286115200,0.309523
"277",0.359933,0.381975,0.357143,0.377232,462711200,0.323898
"278",0.368862,0.372768,0.353795,0.370536,393887200,0.318148
"279",0.367188,0.376116,0.360491,0.370536,604128000,0.318148
"280",0.366071,0.371652,0.333705,0.341518,590083200,0.293233
"281",0.340402,0.357143,0.335938,0.351563,274120000,0.301858
"282",0.356027,0.364955,0.339286,0.341518,237070400,0.293233
"283",0.342634,0.350446,0.330357,0.348214,309120000,0.298982
"284",0.351563,0.367188,0.351563,0.358259,311416000,0.307607
"285",0.339286,0.348214,0.334821,0.339286,263911200,0.291316
"286",0.342634,0.347098,0.324777,0.327009,314893600,0.280775
"287",0.325893,0.356027,0.325893,0.337054,390258400,0.2894
"288",0.340402,0.345982,0.321429,0.335938,431961600,0.288442
"289",0.332589,0.337054,0.325893,0.335938,293865600,0.288442
"290",0.340402,0.351563,0.331473,0.348214,206438400,0.298982
"291",0.344308,0.347098,0.333705,0.345982,348516000,0.297066
"292",0.345982,0.347098,0.323661,0.325893,508233600,0.279817
"293",0.31808,0.334821,0.30692,0.334821,330461600,0.287483
"294",0.327009,0.364955,0.325893,0.34375,406201600,0.295149
"295",0.345982,0.366071,0.34375,0.363839,324172800,0.312398
"296",0.369978,0.393973,0.36942,0.383929,731802400,0.329648
"297",0.38058,0.386161,0.370536,0.379464,419540800,0.325814
"298",0.36942,0.377232,0.364955,0.371652,204859200,0.319106
"299",0.368304,0.36942,0.357143,0.361607,299135200,0.310482
"300",0.351563,0.354911,0.323661,0.332589,391020000,0.285566
"301",0.337054,0.34933,0.324777,0.34933,443329600,0.29994
"302",0.330357,0.366071,0.329241,0.364955,477775200,0.313356
"303",0.372768,0.381696,0.351563,0.351563,529317600,0.301858
"304",0.339286,0.362723,0.337054,0.350446,470316000,0.300899
"305",0.352679,0.368304,0.348214,0.367188,356008800,0.315274
"306",0.369978,0.373884,0.351563,0.351563,499206400,0.301858
"307",0.353237,0.372768,0.345982,0.359375,371375200,0.308565
"308",0.363839,0.388393,0.360491,0.386161,723301600,0.331564
"309",0.393973,0.420759,0.392857,0.410714,944888000,0.352646
"310",0.413036,0.424107,0.377321,0.388929,734451200,0.333941
"311",0.391786,0.411607,0.391071,0.408393,543821600,0.350653
"312",0.394286,0.401786,0.383929,0.395893,584662400,0.33992
"313",0.38875,0.41875,0.383929,0.402321,613065600,0.345439
"314",0.402679,0.405714,0.381071,0.394107,400349600,0.338387
"315",0.394464,0.404643,0.382143,0.385536,340911200,0.331028
"316",0.381429,0.382143,0.359464,0.361429,368687200,0.310329
"317",0.352857,0.361607,0.334821,0.348214,685484800,0.298982
"318",0.367857,0.401786,0.357143,0.372679,446762400,0.319988
"319",0.371429,0.375714,0.355357,0.367679,324889600,0.315695
"320",0.369464,0.381071,0.358214,0.366786,266582400,0.314929
"321",0.373214,0.405357,0.371071,0.393571,457374400,0.337926
"322",0.410357,0.410714,0.38,0.389286,334096000,0.334247
"323",0.3825,0.411071,0.377679,0.400357,298933600,0.343753
"324",0.394464,0.4,0.3725,0.382857,285224800,0.328727
"325",0.378571,0.37875,0.35,0.364286,685199200,0.312782
"326",0.385179,0.43,0.376429,0.406964,1100842400,0.349426
"327",0.45625,0.459821,0.421429,0.459286,1873670400,0.394351
"328",0.445179,0.457679,0.439286,0.447143,693403200,0.383924
"329",0.434643,0.446429,0.428571,0.433036,541525600,0.371812
"330",0.434464,0.441964,0.419821,0.429107,377137600,0.368438
"331",0.432321,0.443929,0.420893,0.441429,330780800,0.379018
"332",0.449464,0.466071,0.440714,0.440893,799696800,0.378558
"333",0.45,0.469464,0.441964,0.467857,453012000,0.40171
"334",0.476786,0.484286,0.444107,0.455179,494776800,0.390824
"335",0.45375,0.473214,0.45,0.463036,427252000,0.39757
"336",0.470357,0.476786,0.46,0.474821,368524800,0.407689
"337",0.46375,0.46875,0.441607,0.445714,301543200,0.382697
"338",0.432857,0.461607,0.427857,0.459821,281052800,0.39481
"339",0.4575,0.46,0.443571,0.445714,276550400,0.382697
"340",0.452679,0.454464,0.427679,0.43875,315436800,0.376718
"341",0.431071,0.438393,0.422679,0.428214,324889600,0.367671
"342",0.432321,0.4375,0.409821,0.410714,288976800,0.352646
"343",0.410893,0.419464,0.406429,0.408036,203044800,0.350346
"344",0.40875,0.422857,0.40625,0.415893,309220800,0.357092
"345",0.417321,0.455357,0.411429,0.413929,237025600,0.355406
"346",0.415357,0.4375,0.408036,0.430357,322330400,0.369512
"347",0.432679,0.434464,0.415179,0.420536,332119200,0.361079
"348",0.417143,0.422143,0.412857,0.420179,159051200,0.360773
"349",0.421964,0.426964,0.411607,0.420714,460997600,0.361232
"350",0.428571,0.430893,0.417857,0.419643,412916000,0.360312
"351",0.424107,0.424107,0.408214,0.414821,281041600,0.356172
"352",0.415893,0.416071,0.403929,0.414286,271756800,0.355713
"353",0.414286,0.415893,0.401786,0.406429,158743200,0.348967
"354",0.398571,0.401786,0.371607,0.383393,515989600,0.329188
"355",0.370714,0.370714,0.344643,0.353214,777078400,0.303275
"356",0.353571,0.361429,0.348036,0.35625,442892800,0.305882
"357",0.359464,0.376607,0.356786,0.373036,456075200,0.320295
"358",0.376429,0.376964,0.365357,0.368929,281920800,0.316768
"359",0.371429,0.376786,0.363393,0.373929,471794400,0.321062
"360",0.37375,0.37375,0.363036,0.370179,223176800,0.317842
"361",0.369821,0.3875,0.365179,0.386786,325180800,0.332101
"362",0.386607,0.386607,0.369821,0.380714,342624800,0.326887
"363",0.375893,0.37625,0.35625,0.357857,2.94e+08,0.307262
"364",0.353036,0.369464,0.352857,0.362679,303794400,0.311402
"365",0.3825,0.388036,0.358214,0.365536,511487200,0.313855
"366",0.357857,0.365179,0.353036,0.355,297348800,0.304809
"367",0.358929,0.370536,0.345536,0.365,454624800,0.313395
"368",0.364464,0.372321,0.357143,0.363036,345912000,0.311709
"369",0.372321,0.382143,0.357321,0.360536,321087200,0.309562
"370",0.357143,0.390179,0.356786,0.386964,431620000,0.332254
"371",0.384821,0.410714,0.376786,0.401607,341331200,0.344826
"372",0.401429,0.410714,0.388571,0.3975,286025600,0.3413
"373",0.401786,0.428571,0.400893,0.428393,439549600,0.367825
"374",0.416786,0.424464,0.410893,0.424107,272781600,0.364145
"375",0.425536,0.428571,0.401786,0.416786,374130400,0.357859
"376",0.411607,0.426964,0.409643,0.420357,348409600,0.360925
"377",0.4225,0.448214,0.414286,0.415179,515390400,0.356479
"378",0.422143,0.432679,0.413214,0.426786,230048000,0.366446
"379",0.419821,0.431786,0.419643,0.425714,112543200,0.365525
"380",0.421429,0.424464,0.410893,0.414107,152292000,0.355559
"381",0.406429,0.41,0.387857,0.393393,302920800,0.337774
"382",0.394464,0.410714,0.387143,0.405357,337467200,0.348046
"383",0.409821,0.411964,0.372143,0.3775,395270400,0.324128
"384",0.375536,0.402679,0.375,0.4025,470506400,0.345593
"385",0.416071,0.443036,0.416071,0.435,614801600,0.373498
"386",0.430893,0.446607,0.425714,0.44375,454742400,0.381011
"387",0.444286,0.448214,0.426964,0.427857,278667200,0.367365
"388",0.428214,0.450357,0.410893,0.448214,647830400,0.384844
"389",0.388929,0.406786,0.364643,0.37125,1137012800,0.318761
"390",0.379107,0.3825,0.352679,0.356429,861140000,0.306036
"391",0.351786,0.358214,0.348036,0.356786,444584000,0.306342
"392",0.35875,0.366071,0.348393,0.348929,241360000,0.299596
"393",0.34625,0.355714,0.334464,0.340893,348376000,0.292696
"394",0.341429,0.344643,0.320893,0.329821,443878400,0.28319
"395",0.33,0.335714,0.31875,0.331964,369140800,0.28503
"396",0.334821,0.34375,0.330357,0.338571,334135200,0.290703
"397",0.341429,0.345714,0.330536,0.338036,243359200,0.290243
"398",0.344107,0.346786,0.330536,0.335536,235026400,0.288097
"399",0.339464,0.353214,0.338393,0.340357,304136000,0.292236
"400",0.350893,0.354821,0.343929,0.353929,252089600,0.303889
"401",0.355179,0.355357,0.339286,0.348214,186054400,0.298982
"402",0.34,0.351071,0.339286,0.341607,99652000,0.293309
"403",0.345179,0.35125,0.338929,0.34375,168548800,0.295149
"404",0.343929,0.351786,0.331071,0.3375,276169600,0.289783
"405",0.338571,0.341964,0.334286,0.340179,200664800,0.292083
"406",0.34,0.345,0.331964,0.339643,186961600,0.291623
"407",0.341071,0.345179,0.335,0.340893,147996800,0.292696
"408",0.342857,0.345714,0.333393,0.334464,228950400,0.287176
"409",0.335,0.338214,0.325,0.329286,289279200,0.28273
"410",0.32625,0.334821,0.320893,0.333036,288092000,0.28595
"411",0.321429,0.329464,0.32125,0.322679,208426400,0.277058
"412",0.323929,0.325536,0.318036,0.323571,252302400,0.277823
"413",0.323929,0.323929,0.316071,0.32,185701600,0.274757
"414",0.320357,0.325893,0.314464,0.325179,173975200,0.279204
"415",0.325,0.3275,0.313929,0.318036,217078400,0.273071
"416",0.321429,0.3325,0.315179,0.331607,290332000,0.284723
"417",0.332143,0.344643,0.324286,0.337857,175644000,0.29009
"418",0.3375,0.341786,0.328571,0.328571,171735200,0.282116
"419",0.329286,0.33625,0.318393,0.318393,239971200,0.273377
"420",0.316786,0.324643,0.308571,0.318393,368692800,0.273377
"421",0.316607,0.332143,0.315179,0.33125,216904800,0.284417
"422",0.330357,0.340714,0.324643,0.325893,348213600,0.279817
"423",0.325714,0.338393,0.323571,0.33125,360057600,0.284417
"424",0.328571,0.338036,0.315179,0.316429,282368800,0.271691
"425",0.3125,0.323214,0.307143,0.308571,241830400,0.264944
"426",0.303571,0.3125,0.302143,0.310179,308845600,0.266325
"427",0.285714,0.304821,0.280893,0.303393,458007200,0.260498
"428",0.301786,0.316429,0.28875,0.290714,327101600,0.249612
"429",0.294643,0.305357,0.278571,0.303929,373318400,0.260958
"430",0.290893,0.302679,0.276786,0.28,411174400,0.240413
"431",0.264286,0.290179,0.262143,0.280893,570516800,0.241179
"432",0.287679,0.300714,0.284821,0.29375,294537600,0.252219
"433",0.288214,0.289643,0.274107,0.2775,374404800,0.238266
"434",0.282321,0.28375,0.266607,0.270536,493796800,0.232287
"435",0.272321,0.28125,0.271429,0.276964,322240800,0.237806
"436",0.280536,0.284107,0.274821,0.276964,365108800,0.237806
