"Date","Close","Company.Name"
"2000-07-21",0.956473,"APPLE"
"2000-07-24",0.86942,"APPLE"
"2000-07-25",0.893973,"APPLE"
"2000-07-26",0.893973,"APPLE"
"2000-07-27",0.928571,"APPLE"
"2000-07-28",0.862723,"APPLE"
"2000-07-31",0.907366,"APPLE"
"2000-08-01",0.88058,"APPLE"
"2000-08-02",0.84375,"APPLE"
"2000-08-03",0.857143,"APPLE"
"2000-08-04",0.845982,"APPLE"
"2000-08-07",0.856027,"APPLE"
"2000-08-08",0.834821,"APPLE"
"2000-08-09",0.848214,"APPLE"
"2000-08-10",0.84933,"APPLE"
"2000-08-11",0.851563,"APPLE"
"2000-08-14",0.840402,"APPLE"
"2000-08-15",0.833705,"APPLE"
"2000-08-16",0.866071,"APPLE"
"2000-08-17",0.918527,"APPLE"
"2000-08-18",0.892857,"APPLE"
"2000-08-21",0.901786,"APPLE"
"2000-08-22",0.922991,"APPLE"
"2000-08-23",0.969866,"APPLE"
"2000-08-24",1.001953,"APPLE"
"2000-08-25",1.014509,"APPLE"
"2000-08-28",1.03683,"APPLE"
"2000-08-29",1.05692,"APPLE"
"2000-08-30",1.0625,"APPLE"
"2000-08-31",1.08817,"APPLE"
"2000-09-01",1.132813,"APPLE"
"2000-09-05",1.114955,"APPLE"
"2000-09-06",1.043527,"APPLE"
"2000-09-07",1.107143,"APPLE"
"2000-09-08",1.051339,"APPLE"
"2000-09-11",1.043527,"APPLE"
"2000-09-12",1.03125,"APPLE"
"2000-09-13",1.035714,"APPLE"
"2000-09-14",1.015346,"APPLE"
"2000-09-15",0.986328,"APPLE"
"2000-09-18",1.083147,"APPLE"
"2000-09-19",1.070313,"APPLE"
"2000-09-20",1.090123,"APPLE"
"2000-09-21",1.012277,"APPLE"
"2000-09-22",0.93192,"APPLE"
"2000-09-25",0.955357,"APPLE"
"2000-09-26",0.918527,"APPLE"
"2000-09-27",0.873884,"APPLE"
"2000-09-28",0.955357,"APPLE"
"2000-09-29",0.459821,"APPLE"
"2000-10-02",0.433036,"APPLE"
"2000-10-03",0.398438,"APPLE"
"2000-10-04",0.421875,"APPLE"
"2000-10-05",0.393973,"APPLE"
"2000-10-06",0.396205,"APPLE"
"2000-10-09",0.388393,"APPLE"
"2000-10-10",0.372768,"APPLE"
"2000-10-11",0.350446,"APPLE"
"2000-10-12",0.357143,"APPLE"
"2000-10-13",0.393973,"APPLE"
"2000-10-16",0.383929,"APPLE"
"2000-10-17",0.359375,"APPLE"
"2000-10-18",0.359375,"APPLE"
"2000-10-19",0.33817,"APPLE"
"2000-10-20",0.348214,"APPLE"
"2000-10-23",0.363839,"APPLE"
"2000-10-24",0.337054,"APPLE"
"2000-10-25",0.330357,"APPLE"
"2000-10-26",0.330357,"APPLE"
"2000-10-27",0.331473,"APPLE"
"2000-10-30",0.344866,"APPLE"
"2000-10-31",0.34933,"APPLE"
"2000-11-01",0.366071,"APPLE"
"2000-11-02",0.398438,"APPLE"
"2000-11-03",0.397321,"APPLE"
"2000-11-06",0.382813,"APPLE"
"2000-11-07",0.38058,"APPLE"
"2000-11-08",0.358259,"APPLE"
"2000-11-09",0.360491,"APPLE"
"2000-11-10",0.340402,"APPLE"
"2000-11-13",0.345982,"APPLE"
"2000-11-14",0.361607,"APPLE"
"2000-11-15",0.354911,"APPLE"
"2000-11-16",0.339286,"APPLE"
"2000-11-17",0.330357,"APPLE"
"2000-11-20",0.33817,"APPLE"
"2000-11-21",0.335938,"APPLE"
"2000-11-22",0.330357,"APPLE"
"2000-11-24",0.344866,"APPLE"
"2000-11-27",0.333705,"APPLE"
"2000-11-28",0.321987,"APPLE"
"2000-11-29",0.313616,"APPLE"
"2000-11-30",0.294643,"APPLE"
"2000-12-01",0.304688,"APPLE"
"2000-12-04",0.297991,"APPLE"
"2000-12-05",0.303571,"APPLE"
"2000-12-06",0.25558,"APPLE"
"2000-12-07",0.25558,"APPLE"
"2000-12-08",0.268973,"APPLE"
"2000-12-11",0.271205,"APPLE"
"2000-12-12",0.274554,"APPLE"
"2000-12-13",0.267857,"APPLE"
"2000-12-14",0.257813,"APPLE"
"2000-12-15",0.251116,"APPLE"
"2000-12-18",0.254464,"APPLE"
"2000-12-19",0.25,"APPLE"
"2000-12-20",0.256696,"APPLE"
"2000-12-21",0.251116,"APPLE"
"2000-12-22",0.267857,"APPLE"
"2000-12-26",0.262277,"APPLE"
"2000-12-27",0.264509,"APPLE"
"2000-12-28",0.264509,"APPLE"
"2000-12-29",0.265625,"APPLE"
"2001-01-02",0.265625,"APPLE"
"2001-01-03",0.292411,"APPLE"
"2001-01-04",0.304688,"APPLE"
"2001-01-05",0.292411,"APPLE"
"2001-01-08",0.295759,"APPLE"
"2001-01-09",0.30692,"APPLE"
"2001-01-10",0.295759,"APPLE"
"2001-01-11",0.321429,"APPLE"
"2001-01-12",0.30692,"APPLE"
"2001-01-16",0.305804,"APPLE"
"2001-01-17",0.300223,"APPLE"
"2001-01-18",0.333705,"APPLE"
"2001-01-19",0.348214,"APPLE"
"2001-01-22",0.34375,"APPLE"
"2001-01-23",0.366071,"APPLE"
"2001-01-24",0.366071,"APPLE"
"2001-01-25",0.356027,"APPLE"
"2001-01-26",0.34933,"APPLE"
"2001-01-29",0.387277,"APPLE"
"2001-01-30",0.388393,"APPLE"
"2001-01-31",0.386161,"APPLE"
"2001-02-01",0.377232,"APPLE"
"2001-02-02",0.368304,"APPLE"
"2001-02-05",0.360491,"APPLE"
"2001-02-06",0.377232,"APPLE"
"2001-02-07",0.370536,"APPLE"
"2001-02-08",0.370536,"APPLE"
"2001-02-09",0.341518,"APPLE"
"2001-02-12",0.351563,"APPLE"
"2001-02-13",0.341518,"APPLE"
"2001-02-14",0.348214,"APPLE"
"2001-02-15",0.358259,"APPLE"
"2001-02-16",0.339286,"APPLE"
"2001-02-20",0.327009,"APPLE"
"2001-02-21",0.337054,"APPLE"
"2001-02-22",0.335938,"APPLE"
"2001-02-23",0.335938,"APPLE"
"2001-02-26",0.348214,"APPLE"
"2001-02-27",0.345982,"APPLE"
"2001-02-28",0.325893,"APPLE"
"2001-03-01",0.334821,"APPLE"
"2001-03-02",0.34375,"APPLE"
"2001-03-05",0.363839,"APPLE"
"2001-03-06",0.383929,"APPLE"
"2001-03-07",0.379464,"APPLE"
"2001-03-08",0.371652,"APPLE"
"2001-03-09",0.361607,"APPLE"
"2001-03-12",0.332589,"APPLE"
"2001-03-13",0.34933,"APPLE"
"2001-03-14",0.364955,"APPLE"
"2001-03-15",0.351563,"APPLE"
"2001-03-16",0.350446,"APPLE"
"2001-03-19",0.367188,"APPLE"
"2001-03-20",0.351563,"APPLE"
"2001-03-21",0.359375,"APPLE"
"2001-03-22",0.386161,"APPLE"
"2001-03-23",0.410714,"APPLE"
"2001-03-26",0.388929,"APPLE"
"2001-03-27",0.408393,"APPLE"
"2001-03-28",0.395893,"APPLE"
"2001-03-29",0.402321,"APPLE"
"2001-03-30",0.394107,"APPLE"
"2001-04-02",0.385536,"APPLE"
"2001-04-03",0.361429,"APPLE"
"2001-04-04",0.348214,"APPLE"
"2001-04-05",0.372679,"APPLE"
"2001-04-06",0.367679,"APPLE"
"2001-04-09",0.366786,"APPLE"
"2001-04-10",0.393571,"APPLE"
"2001-04-11",0.389286,"APPLE"
"2001-04-12",0.400357,"APPLE"
"2001-04-16",0.382857,"APPLE"
"2001-04-17",0.364286,"APPLE"
"2001-04-18",0.406964,"APPLE"
"2001-04-19",0.459286,"APPLE"
"2001-04-20",0.447143,"APPLE"
"2001-04-23",0.433036,"APPLE"
"2001-04-24",0.429107,"APPLE"
"2001-04-25",0.441429,"APPLE"
"2001-04-26",0.440893,"APPLE"
"2001-04-27",0.467857,"APPLE"
"2001-04-30",0.455179,"APPLE"
"2001-05-01",0.463036,"APPLE"
"2001-05-02",0.474821,"APPLE"
"2001-05-03",0.445714,"APPLE"
"2001-05-04",0.459821,"APPLE"
"2001-05-07",0.445714,"APPLE"
"2001-05-08",0.43875,"APPLE"
"2001-05-09",0.428214,"APPLE"
"2001-05-10",0.410714,"APPLE"
"2001-05-11",0.408036,"APPLE"
"2001-05-14",0.415893,"APPLE"
"2001-05-15",0.413929,"APPLE"
"2001-05-16",0.430357,"APPLE"
"2001-05-17",0.420536,"APPLE"
"2001-05-18",0.420179,"APPLE"
"2001-05-21",0.420714,"APPLE"
"2001-05-22",0.419643,"APPLE"
"2001-05-23",0.414821,"APPLE"
"2001-05-24",0.414286,"APPLE"
"2001-05-25",0.406429,"APPLE"
"2001-05-29",0.383393,"APPLE"
"2001-05-30",0.353214,"APPLE"
"2001-05-31",0.35625,"APPLE"
"2001-06-01",0.373036,"APPLE"
"2001-06-04",0.368929,"APPLE"
"2001-06-05",0.373929,"APPLE"
"2001-06-06",0.370179,"APPLE"
"2001-06-07",0.386786,"APPLE"
"2001-06-08",0.380714,"APPLE"
"2001-06-11",0.357857,"APPLE"
"2001-06-12",0.362679,"APPLE"
"2001-06-13",0.365536,"APPLE"
"2001-06-14",0.355,"APPLE"
"2001-06-15",0.365,"APPLE"
"2001-06-18",0.363036,"APPLE"
"2001-06-19",0.360536,"APPLE"
"2001-06-20",0.386964,"APPLE"
"2001-06-21",0.401607,"APPLE"
"2001-06-22",0.3975,"APPLE"
"2001-06-25",0.428393,"APPLE"
"2001-06-26",0.424107,"APPLE"
"2001-06-27",0.416786,"APPLE"
"2001-06-28",0.420357,"APPLE"
"2001-06-29",0.415179,"APPLE"
"2001-07-02",0.426786,"APPLE"
"2001-07-03",0.425714,"APPLE"
"2001-07-05",0.414107,"APPLE"
"2001-07-06",0.393393,"APPLE"
"2001-07-09",0.405357,"APPLE"
"2001-07-10",0.3775,"APPLE"
"2001-07-11",0.4025,"APPLE"
"2001-07-12",0.435,"APPLE"
"2001-07-13",0.44375,"APPLE"
"2001-07-16",0.427857,"APPLE"
"2001-07-17",0.448214,"APPLE"
"2001-07-18",0.37125,"APPLE"
"2001-07-19",0.356429,"APPLE"
"2001-07-20",0.356786,"APPLE"
"2001-07-23",0.348929,"APPLE"
"2001-07-24",0.340893,"APPLE"
"2001-07-25",0.329821,"APPLE"
"2001-07-26",0.331964,"APPLE"
"2001-07-27",0.338571,"APPLE"
"2001-07-30",0.338036,"APPLE"
"2001-07-31",0.335536,"APPLE"
"2001-08-01",0.340357,"APPLE"
"2001-08-02",0.353929,"APPLE"
"2001-08-03",0.348214,"APPLE"
"2001-08-06",0.341607,"APPLE"
"2001-08-07",0.34375,"APPLE"
"2001-08-08",0.3375,"APPLE"
"2001-08-09",0.340179,"APPLE"
"2001-08-10",0.339643,"APPLE"
"2001-08-13",0.340893,"APPLE"
"2001-08-14",0.334464,"APPLE"
"2001-08-15",0.329286,"APPLE"
"2001-08-16",0.333036,"APPLE"
"2001-08-17",0.322679,"APPLE"
"2001-08-20",0.323571,"APPLE"
"2001-08-21",0.32,"APPLE"
"2001-08-22",0.325179,"APPLE"
"2001-08-23",0.318036,"APPLE"
"2001-08-24",0.331607,"APPLE"
"2001-08-27",0.337857,"APPLE"
"2001-08-28",0.328571,"APPLE"
"2001-08-29",0.318393,"APPLE"
"2001-08-30",0.318393,"APPLE"
"2001-08-31",0.33125,"APPLE"
"2001-09-04",0.325893,"APPLE"
"2001-09-05",0.33125,"APPLE"
"2001-09-06",0.316429,"APPLE"
"2001-09-07",0.308571,"APPLE"
"2001-09-10",0.310179,"APPLE"
"2001-09-17",0.303393,"APPLE"
"2001-09-18",0.290714,"APPLE"
"2001-09-19",0.303929,"APPLE"
"2001-09-20",0.28,"APPLE"
"2001-09-21",0.280893,"APPLE"
"2001-09-24",0.29375,"APPLE"
"2001-09-25",0.2775,"APPLE"
"2001-09-26",0.270536,"APPLE"
"2001-09-27",0.276964,"APPLE"
"2001-09-28",0.276964,"APPLE"
"2001-10-01",0.2775,"APPLE"
"2001-10-02",0.26875,"APPLE"
"2001-10-03",0.2675,"APPLE"
"2001-10-04",0.283571,"APPLE"
"2001-10-05",0.288214,"APPLE"
"2001-10-08",0.289286,"APPLE"
"2001-10-09",0.285714,"APPLE"
"2001-10-10",0.300357,"APPLE"
"2001-10-11",0.316786,"APPLE"
"2001-10-12",0.321607,"APPLE"
"2001-10-15",0.32125,"APPLE"
"2001-10-16",0.321607,"APPLE"
"2001-10-17",0.303393,"APPLE"
"2001-10-18",0.321429,"APPLE"
"2001-10-19",0.326786,"APPLE"
"2001-10-22",0.339643,"APPLE"
"2001-10-23",0.323929,"APPLE"
"2001-10-24",0.338393,"APPLE"
"2001-10-25",0.342679,"APPLE"
"2001-10-26",0.333393,"APPLE"
"2001-10-29",0.314821,"APPLE"
"2001-10-30",0.314286,"APPLE"
"2001-10-31",0.313571,"APPLE"
"2001-11-01",0.331964,"APPLE"
"2001-11-02",0.331607,"APPLE"
"2001-11-05",0.340536,"APPLE"
"2001-11-06",0.349464,"APPLE"
"2001-11-07",0.349821,"APPLE"
"2001-11-08",0.334107,"APPLE"
"2001-11-09",0.334107,"APPLE"
"2001-11-12",0.334821,"APPLE"
"2001-11-13",0.345893,"APPLE"
"2001-11-14",0.350179,"APPLE"
"2001-11-15",0.347321,"APPLE"
"2001-11-16",0.33875,"APPLE"
"2001-11-19",0.357143,"APPLE"
"2001-11-20",0.34875,"APPLE"
"2001-11-21",0.351429,"APPLE"
"2001-11-23",0.354286,"APPLE"
"2001-11-26",0.381607,"APPLE"
"2001-11-27",0.375,"APPLE"
"2001-11-28",0.366607,"APPLE"
"2001-11-29",0.364643,"APPLE"
"2001-11-30",0.380357,"APPLE"
"2001-12-03",0.375893,"APPLE"
"2001-12-04",0.4,"APPLE"
"2001-12-05",0.424286,"APPLE"
"2001-12-06",0.406786,"APPLE"
"2001-12-07",0.4025,"APPLE"
"2001-12-10",0.4025,"APPLE"
"2001-12-11",0.388929,"APPLE"
"2001-12-12",0.38375,"APPLE"
"2001-12-13",0.375,"APPLE"
"2001-12-14",0.364107,"APPLE"
"2001-12-17",0.368214,"APPLE"
"2001-12-18",0.375179,"APPLE"
"2001-12-19",0.386071,"APPLE"
"2001-12-20",0.369107,"APPLE"
"2001-12-21",0.375,"APPLE"
"2001-12-24",0.381429,"APPLE"
"2001-12-26",0.38375,"APPLE"
"2001-12-27",0.394107,"APPLE"
"2001-12-28",0.400536,"APPLE"
"2001-12-31",0.391071,"APPLE"
"2002-01-02",0.416071,"APPLE"
"2002-01-03",0.421071,"APPLE"
"2002-01-04",0.423036,"APPLE"
"2002-01-07",0.408929,"APPLE"
"2002-01-08",0.40375,"APPLE"
"2002-01-09",0.386607,"APPLE"
"2002-01-10",0.379107,"APPLE"
"2002-01-11",0.375893,"APPLE"
"2002-01-14",0.377679,"APPLE"
"2002-01-15",0.3875,"APPLE"
"2002-01-16",0.371071,"APPLE"
"2002-01-17",0.401429,"APPLE"
"2002-01-18",0.395893,"APPLE"
"2002-01-22",0.389643,"APPLE"
"2002-01-23",0.411071,"APPLE"
"2002-01-24",0.414464,"APPLE"
"2002-01-25",0.415179,"APPLE"
"2002-01-28",0.415536,"APPLE"
"2002-01-29",0.411964,"APPLE"
"2002-01-30",0.430179,"APPLE"
"2002-01-31",0.441429,"APPLE"
"2002-02-01",0.435893,"APPLE"
"2002-02-04",0.452679,"APPLE"
"2002-02-05",0.454464,"APPLE"
"2002-02-06",0.440536,"APPLE"
"2002-02-07",0.433929,"APPLE"
"2002-02-08",0.429107,"APPLE"
"2002-02-11",0.446071,"APPLE"
"2002-02-12",0.44125,"APPLE"
"2002-02-13",0.446607,"APPLE"
"2002-02-14",0.439286,"APPLE"
"2002-02-15",0.426786,"APPLE"
"2002-02-19",0.403929,"APPLE"
"2002-02-20",0.413036,"APPLE"
"2002-02-21",0.383929,"APPLE"
"2002-02-22",0.406071,"APPLE"
"2002-02-25",0.425179,"APPLE"
"2002-02-26",0.422679,"APPLE"
"2002-02-27",0.392143,"APPLE"
"2002-02-28",0.3875,"APPLE"
"2002-03-01",0.41875,"APPLE"
"2002-03-04",0.43375,"APPLE"
"2002-03-05",0.420179,"APPLE"
"2002-03-06",0.429821,"APPLE"
"2002-03-07",0.435357,"APPLE"
"2002-03-08",0.440357,"APPLE"
"2002-03-11",0.4475,"APPLE"
"2002-03-12",0.441429,"APPLE"
"2002-03-13",0.437321,"APPLE"
"2002-03-14",0.43625,"APPLE"
"2002-03-15",0.445536,"APPLE"
"2002-03-18",0.441786,"APPLE"
"2002-03-19",0.44375,"APPLE"
"2002-03-20",0.445,"APPLE"
"2002-03-21",0.433393,"APPLE"
"2002-03-22",0.430179,"APPLE"
"2002-03-25",0.416964,"APPLE"
"2002-03-26",0.418929,"APPLE"
"2002-03-27",0.419107,"APPLE"
"2002-03-28",0.422679,"APPLE"
"2002-04-01",0.436786,"APPLE"
"2002-04-02",0.429821,"APPLE"
"2002-04-03",0.424107,"APPLE"
"2002-04-04",0.444643,"APPLE"
"2002-04-05",0.441786,"APPLE"
"2002-04-08",0.438571,"APPLE"
"2002-04-09",0.430357,"APPLE"
"2002-04-10",0.440357,"APPLE"
"2002-04-11",0.443929,"APPLE"
"2002-04-12",0.4475,"APPLE"
"2002-04-15",0.446429,"APPLE"
"2002-04-16",0.459643,"APPLE"
"2002-04-17",0.46625,"APPLE"
"2002-04-18",0.45375,"APPLE"
"2002-04-19",0.446071,"APPLE"
"2002-04-22",0.438036,"APPLE"
"2002-04-23",0.433036,"APPLE"
"2002-04-24",0.424464,"APPLE"
"2002-04-25",0.430714,"APPLE"
"2002-04-26",0.410893,"APPLE"
"2002-04-29",0.427857,"APPLE"
"2002-04-30",0.433393,"APPLE"
"2002-05-01",0.428214,"APPLE"
"2002-05-02",0.423036,"APPLE"
"2002-05-03",0.419821,"APPLE"
"2002-05-06",0.404464,"APPLE"
"2002-05-07",0.40125,"APPLE"
"2002-05-08",0.435179,"APPLE"
"2002-05-09",0.431964,"APPLE"
"2002-05-10",0.416429,"APPLE"
"2002-05-13",0.4275,"APPLE"
"2002-05-14",0.457321,"APPLE"
"2002-05-15",0.451429,"APPLE"
"2002-05-16",0.450179,"APPLE"
"2002-05-17",0.446607,"APPLE"
"2002-05-20",0.441786,"APPLE"
"2002-05-21",0.418929,"APPLE"
"2002-05-22",0.434286,"APPLE"
"2002-05-23",0.449643,"APPLE"
"2002-05-24",0.43125,"APPLE"
"2002-05-28",0.428214,"APPLE"
"2002-05-29",0.428214,"APPLE"
"2002-05-30",0.432143,"APPLE"
"2002-05-31",0.416071,"APPLE"
"2002-06-03",0.409107,"APPLE"
"2002-06-04",0.406786,"APPLE"
"2002-06-05",0.405714,"APPLE"
"2002-06-06",0.395714,"APPLE"
"2002-06-07",0.382143,"APPLE"
"2002-06-10",0.383571,"APPLE"
"2002-06-11",0.365357,"APPLE"
"2002-06-12",0.35875,"APPLE"
"2002-06-13",0.348929,"APPLE"
"2002-06-14",0.358929,"APPLE"
"2002-06-17",0.366786,"APPLE"
"2002-06-18",0.359821,"APPLE"
"2002-06-19",0.305714,"APPLE"
"2002-06-20",0.305536,"APPLE"
"2002-06-21",0.300893,"APPLE"
"2002-06-24",0.308393,"APPLE"
"2002-06-25",0.306071,"APPLE"
"2002-06-26",0.295536,"APPLE"
"2002-06-27",0.304643,"APPLE"
"2002-06-28",0.316429,"APPLE"
"2002-07-01",0.304643,"APPLE"
"2002-07-02",0.3025,"APPLE"
"2002-07-03",0.313393,"APPLE"
"2002-07-05",0.334643,"APPLE"
"2002-07-08",0.321607,"APPLE"
"2002-07-09",0.313036,"APPLE"
"2002-07-10",0.309286,"APPLE"
"2002-07-11",0.326786,"APPLE"
"2002-07-12",0.312679,"APPLE"
"2002-07-15",0.325536,"APPLE"
"2002-07-16",0.318929,"APPLE"
"2002-07-17",0.279107,"APPLE"
"2002-07-18",0.267679,"APPLE"
"2002-07-19",0.267143,"APPLE"
"2002-07-22",0.266429,"APPLE"
"2002-07-23",0.258393,"APPLE"
"2002-07-24",0.271429,"APPLE"
"2002-07-25",0.256429,"APPLE"
"2002-07-26",0.256071,"APPLE"
"2002-07-29",0.268214,"APPLE"
"2002-07-30",0.275536,"APPLE"
"2002-07-31",0.2725,"APPLE"
"2002-08-01",0.264286,"APPLE"
"2002-08-02",0.258036,"APPLE"
"2002-08-05",0.249821,"APPLE"
"2002-08-06",0.263214,"APPLE"
"2002-08-07",0.268393,"APPLE"
"2002-08-08",0.273214,"APPLE"
"2002-08-09",0.267857,"APPLE"
"2002-08-12",0.267679,"APPLE"
"2002-08-13",0.260536,"APPLE"
"2002-08-14",0.270893,"APPLE"
"2002-08-15",0.27875,"APPLE"
"2002-08-16",0.282321,"APPLE"
"2002-08-19",0.285357,"APPLE"
"2002-08-20",0.284107,"APPLE"
"2002-08-21",0.287857,"APPLE"
"2002-08-22",0.285179,"APPLE"
"2002-08-23",0.280893,"APPLE"
"2002-08-26",0.277321,"APPLE"
"2002-08-27",0.265179,"APPLE"
"2002-08-28",0.2625,"APPLE"
"2002-08-29",0.2625,"APPLE"
"2002-08-30",0.263393,"APPLE"
"2002-09-03",0.250893,"APPLE"
"2002-09-04",0.258571,"APPLE"
"2002-09-05",0.253214,"APPLE"
"2002-09-06",0.256786,"APPLE"
"2002-09-09",0.256607,"APPLE"
"2002-09-10",0.255893,"APPLE"
"2002-09-11",0.255179,"APPLE"
"2002-09-12",0.2525,"APPLE"
"2002-09-13",0.253036,"APPLE"
"2002-09-16",0.258929,"APPLE"
"2002-09-17",0.264286,"APPLE"
"2002-09-18",0.268214,"APPLE"
"2002-09-19",0.260357,"APPLE"
"2002-09-20",0.265536,"APPLE"
"2002-09-23",0.265179,"APPLE"
"2002-09-24",0.261429,"APPLE"
"2002-09-25",0.266607,"APPLE"
"2002-09-26",0.2625,"APPLE"
"2002-09-27",0.262857,"APPLE"
"2002-09-30",0.258929,"APPLE"
"2002-10-01",0.259107,"APPLE"
"2002-10-02",0.253036,"APPLE"
"2002-10-03",0.255357,"APPLE"
"2002-10-04",0.250536,"APPLE"
"2002-10-07",0.245893,"APPLE"
"2002-10-08",0.244286,"APPLE"
"2002-10-09",0.242679,"APPLE"
"2002-10-10",0.251964,"APPLE"
"2002-10-11",0.259107,"APPLE"
"2002-10-14",0.26375,"APPLE"
"2002-10-15",0.270714,"APPLE"
